subparam,value1,value2,unit1,unit2,modelname,modelid,specifications.topparam
Reverse - 1,4.1,6.6,mph,km/h,826G Series II,113391,Transmission
Reverse - 2,6.6,10.7,mph,km/h,826G Series II,113391,Transmission
Relief Valve Setting,3500 psi,3500 psi,,,826G Series II,113391,Hydraulic System
Front,Planetary - Fixed,Planetary - Fixed,,,826G Series II,113391,Axles
Lift Cylinder Bore X Stroke,114.3 mm x 576 mm   4.49 in x 22.68 in,114.3 mm x 576 mm   4.49 in x 22.68 in,,,826G Series II,113391,Hydraulic System
Oscillating Rear,Planetary - Oscillating  5 degrees,Planetary - Oscillating  5 degrees,,,826G Series II,113391,Axles
"Vane Pump Output At 2,000 Rpm And 6900 Kpa (1,000 Psi)",26.5 gal/min,26.5 gal/min,,,826G Series II,113391,Hydraulic System
Standards,"Meet OSHA, SAE J1473 Dec 84, ISO 3450-1985 standards.","Meet OSHA, SAE J1473 Dec 84, ISO 3450-1985 standards.",,,826G Series II,113391,Brakes
Cooling System,21.9,83,gal,L,826G Series II,113391,Service Refill Capacities
Fuel Tank,166.5,630.3,gal,L,826G Series II,113391,Service Refill Capacities
Crankcase,9,34.1,gal,L,826G Series II,113391,Service Refill Capacities
Hydraulic Tank,23.2,87.9,gal,L,826G Series II,113391,Service Refill Capacities
Transmission,16.4,62.1,gal,L,826G Series II,113391,Service Refill Capacities
Differential - Final Drives - Front,23.8,90.1,gal,L,826G Series II,113391,Service Refill Capacities
Differential - Final Drives - Rear,23.8,90.1,gal,L,826G Series II,113391,Service Refill Capacities
Rops/Fops,Meets SAE and ISO standards.,Meets SAE and ISO standards.,,,826G Series II,113391,Cab
Standards,Meets ANSI/SAE and ISO standards.,Meets ANSI/SAE and ISO standards.,,,826G Series II,113391,Sound Performance
Height,6.3,1.9,ft in,m,826G Series II,113391,Straight Blade
Width - Over End Bits,14.8,4.6,ft in,m,826G Series II,113391,Straight Blade
Moldboard - Length,14.1,4.3,ft in,m,826G Series II,113391,Straight Blade
Lift Speed At Rated Rpm,1.42 ft/s,1.42 ft/s,,,826G Series II,113391,Straight Blade
"End Bits (2), Self-Sharpening, Length - Each",19,482.6,in,mm,826G Series II,113391,Straight Blade
"Cutting Edges (2), Reversible, End Section Length (Each)",5.9,1.8,ft in,m,826G Series II,113391,Straight Blade
"End Bits (2), Self-Sharpening, Width X Thickness",254 mm x 25 mm   10 in x 1 in,254 mm x 25 mm   10 in x 1 in,,,826G Series II,113391,Straight Blade
"Cutting Edges (2), Reversible, Width X Thickness",254 mm x 25 mm   10 in x 1 in,254 mm x 25 mm   10 in x 1 in,,,826G Series II,113391,Straight Blade
Drum Width,4,1.3,ft in,m,826G Series II,113391,"Wheels - Chevron-Pattern, Chopper Blades"
Drum Diameter,5.1,1.6,ft in,m,826G Series II,113391,"Wheels - Chevron-Pattern, Chopper Blades"
Blades Per Wheel,25,25,,,826G Series II,113391,"Wheels - Chevron-Pattern, Chopper Blades"
Diameter - With Blades,6.1,1.9,ft in,m,826G Series II,113391,"Wheels - Chevron-Pattern, Chopper Blades"
Drum Width,4,1.3,ft in,m,826G Series II,113391,Wheels - Plus Tip Teeth With Abrasion Resistant Material (Arm)
Drum Diameter,5.1,1.6,ft in,m,826G Series II,113391,Wheels - Plus Tip Teeth With Abrasion Resistant Material (Arm)
Tips Per Wheel,25,25,,,826G Series II,113391,Wheels - Plus Tip Teeth With Abrasion Resistant Material (Arm)
Diameter - With Tips,6.1,1.9,ft in,m,826G Series II,113391,Wheels - Plus Tip Teeth With Abrasion Resistant Material (Arm)
Drum Width,4,1.3,ft in,m,826G Series II,113391,Wheels - Traction Tip Wheel With Abrasion Resistant Material (Arm)
Drum Diameter,5.1,1.6,ft in,m,826G Series II,113391,Wheels - Traction Tip Wheel With Abrasion Resistant Material (Arm)
Diameter - With Tips,5.7,1.8,ft in,m,826G Series II,113391,Wheels - Traction Tip Wheel With Abrasion Resistant Material (Arm)
Tips Per Wheel,45,45,,,826G Series II,113391,Wheels - Traction Tip Wheel With Abrasion Resistant Material (Arm)
Gross Power,525,391.5,hp,kw,836G,113392,Engine
Displacement,964.2,15.9,cu in,L,836G,113392,Engine
Engine Model,Cat 3456 DITA,Cat 3456 DITA,,,836G,113392,Engine
Flywheel Power,481,358.7,hp,kw,836G,113392,Engine
Operating Weight,118348,53681.8,lb,kg,836G,113392,Operational
Forward - 1,3.8,6.1,mph,km/h,836G,113392,Transmission
Forward - 2,6.8,10.9,mph,km/h,836G,113392,Transmission
Reverse - 1,4,6.5,mph,km/h,836G,113392,Transmission
Reverse - 2,7.1,11.4,mph,km/h,836G,113392,Transmission
Front,Fixed,Fixed,,,836G,113392,Axles
Oscillating Rear,Oscillates,Oscillates,,,836G,113392,Axles
Cooling System,24.1,91.1,gal,L,836G,113392,Service Refill Capacities
Fuel Tank,210,795,gal,L,836G,113392,Service Refill Capacities
Crankcase,15.9,60,gal,L,836G,113392,Service Refill Capacities
Hydraulic Tank,63.4,240,gal,L,836G,113392,Service Refill Capacities
Transmission,22,83.1,gal,L,836G,113392,Service Refill Capacities
Differential - Final Drives - Front,39.1,148.1,gal,L,836G,113392,Service Refill Capacities
Differential - Final Drives - Rear,39.1,148.1,gal,L,836G,113392,Service Refill Capacities
Height,7.3,2.3,ft in,m,836G,113392,Straight Blade
Moldboard - Length,17.1,5.2,ft in,m,836G,113392,Straight Blade
Lift Speed At Rated Rpm,1.18 ft/s,1.18 ft/s,,,836G,113392,Straight Blade
"End Bits (2), Self-Sharpening, Length - Each",18.6,472,in,mm,836G,113392,Straight Blade
"Cutting Edges (2), Reversible, End Section Length (Each)",4.7,1.5,ft in,m,836G,113392,Straight Blade
Engine Make,2236,2236,,,815F2,109240,Engine
Engine Model,C9 ACERT,C9 ACERT,,,815F2,109240,Engine
Net Power,232,173,hp,kw,815F2,109240,Engine
Gross Power,253.5,189,hp,kw,815F2,109240,Engine
Power Measured @,2100,2100,rpm,rpm,815F2,109240,Engine
Operating Weight,45757,20755,lb,kg,815F2,109240,Operational
Fuel Capacity,117.9,446,gal,L,815F2,109240,Operational
Hydraulic System Fluid Capacity,23.3,88,gal,L,815F2,109240,Operational
Cooling System Fluid Capacity,14.6,55,gal,L,815F2,109240,Operational
Number Of Forward Gears,3,3,,,815F2,109240,Transmission
Number Of Reverse Gears,3,3,,,815F2,109240,Transmission
Engine Make,2236,2236,,,CB34B,108987,Engine
Engine Model,C2.2,C2.2,,,CB34B,108987,Engine
Gross Power,48.8,36.4,hp,kw,CB34B,108987,Engine
Engine Model,C2.2,C2.2,,,CB34B,108987,Engine
Operating Weight,8157,3700,lb,kg,CB34B,108987,Operational
Fuel Capacity,24,90.9,gal,L,CB34B,108987,Operational
Drum Width,51,1295.4,in,mm,CB34B,108987,Drum
Max Speed,8,12.9,mph,km/h,CB34B,108987,Transmission
Operating Weight,8157,3700,lb,kg,CB34B,108987,Weights
Maximum Weight At Front Drum,3974,1802.6,lb,kg,CB34B,108987,Weights
Maximum Weight At Rear Drum,4180,1896.1,lb,kg,CB34B,108987,Weights
Fuel Tank Capacity,24,90.9,gal,L,CB34B,108987,Service Refill Capacities
Water Spray Tank Capacity,81,306.7,gal,L,CB34B,108987,Service Refill Capacities
Nominal Amplitude - High,0.1,0.6,in,mm,CB34B,108987,Vibratory System
Centrifugal Force Per Drum - Maximum,7104,3222.4,lb,kg,CB34B,108987,Vibratory System
Frequency,"55/48 Hz (3,300/2800 vpm)","55/48 Hz (3,300/2800 vpm)",,,CB34B,108987,Vibratory System
Centrifugal Force Per Drum - Minimum,5418,2457.6,lb,kg,CB34B,108987,Vibratory System
Engine Make,2236,2236,,,CB32B,108986,Engine
Engine Model,C1.5,C1.5,,,CB32B,108986,Engine
Gross Power,36.2,27,hp,kw,CB32B,108986,Engine
Engine Model,C1.5,C1.5,,,CB32B,108986,Engine
Operating Weight,6190,2807.8,lb,kg,CB32B,108986,Operational
Fuel Capacity,17,64.4,gal,L,CB32B,108986,Operational
Drum Width,51,1295.4,in,mm,CB32B,108986,Drum
Max Speed,7.5,12.1,mph,km/h,CB32B,108986,Transmission
Operating Weight,6190,2807.8,lb,kg,CB32B,108986,Weights
Maximum Weight At Front Drum,2950,1338.1,lb,kg,CB32B,108986,Weights
Maximum Weight At Rear Drum,3239,1469.2,lb,kg,CB32B,108986,Weights
Fuel Tank Capacity,17,64.4,gal,L,CB32B,108986,Service Refill Capacities
Water Spray Tank Capacity,62,234.7,gal,L,CB32B,108986,Service Refill Capacities
Nominal Amplitude - High,0.1,0.6,in,mm,CB32B,108986,Vibratory System
Centrifugal Force Per Drum - Maximum,7823,3548.5,lb,kg,CB32B,108986,Vibratory System
Frequency,"63/55/42 Hz (3,780/3,300/2520 vpm)","63/55/42 Hz (3,780/3,300/2520 vpm)",,,CB32B,108986,Vibratory System
Centrifugal Force Per Drum - Minimum,3485,1580.8,lb,kg,CB32B,108986,Vibratory System
Engine Make,2236,2236,,,CB24B XT,108985,Engine
Engine Model,C1.5,C1.5,,,CB24B XT,108985,Engine
Gross Power,36.2,27,hp,kw,CB24B XT,108985,Engine
Engine Model,C1.5,C1.5,,,CB24B XT,108985,Engine
Operating Weight,6885,3123,lb,kg,CB24B XT,108985,Operational
Fuel Capacity,17,64.4,gal,L,CB24B XT,108985,Operational
Drum Width,47,1193.8,in,mm,CB24B XT,108985,Drum
Max Speed,7.5,12.1,mph,km/h,CB24B XT,108985,Transmission
Operating Weight,6885,3123,lb,kg,CB24B XT,108985,Weights
Maximum Weight At Front Drum,3298,1496,lb,kg,CB24B XT,108985,Weights
Maximum Weight At Rear Drum,3588,1627.5,lb,kg,CB24B XT,108985,Weights
Fuel Tank Capacity,17,64.4,gal,L,CB24B XT,108985,Service Refill Capacities
Water Spray Tank Capacity,62,234.7,gal,L,CB24B XT,108985,Service Refill Capacities
Nominal Amplitude - High,0.1,0.6,in,mm,CB24B XT,108985,Vibratory System
Centrifugal Force Per Drum - Maximum,7374,3344.8,lb,kg,CB24B XT,108985,Vibratory System
Frequency,"63/55/42 Hz (3,780/3,300/2520 vpm)","63/55/42 Hz (3,780/3,300/2520 vpm)",,,CB24B XT,108985,Vibratory System
Centrifugal Force Per Drum - Minimum,3282,1488.7,lb,kg,CB24B XT,108985,Vibratory System
Engine Make,2236,2236,,,CB24B,108984,Engine
Engine Model,C1.5,C1.5,,,CB24B,108984,Engine
Gross Power,36.2,27,hp,kw,CB24B,108984,Engine
Engine Model,C1.5,C1.5,,,CB24B,108984,Engine
Operating Weight,6003,2723,lb,kg,CB24B,108984,Operational
Fuel Capacity,17,64.4,gal,L,CB24B,108984,Operational
Drum Width,47,1193.8,in,mm,CB24B,108984,Drum
Max Speed,7.5,12.1,mph,km/h,CB24B,108984,Transmission
Operating Weight,6003,2723,lb,kg,CB24B,108984,Weights
Maximum Weight At Front Drum,2857,1296,lb,kg,CB24B,108984,Weights
Maximum Weight At Rear Drum,3147,1427.5,lb,kg,CB24B,108984,Weights
Fuel Tank Capacity,17,64.4,gal,L,CB24B,108984,Service Refill Capacities
Water Spray Tank Capacity,62,234.7,gal,L,CB24B,108984,Service Refill Capacities
Nominal Amplitude - High,0.1,0.6,in,mm,CB24B,108984,Vibratory System
Centrifugal Force Per Drum - Maximum,7374,3344.8,lb,kg,CB24B,108984,Vibratory System
Frequency,"63/55/42 Hz (3,780/3,300/2520 vpm)","63/55/42 Hz (3,780/3,300/2520 vpm)",,,CB24B,108984,Vibratory System
Centrifugal Force Per Drum - Minimum,3282,1488.7,lb,kg,CB24B,108984,Vibratory System
Engine Model,C1.5,C1.5,,,CB22B,108992,Engine
Gross Power,36.2,27,hp,kw,CB22B,108992,Engine
Engine Model,C1.5,C1.5,,,CB22B,108992,Engine
Operating Weight,5629,2553.3,lb,kg,CB22B,108992,Operational
Fuel Capacity,17,64.4,gal,L,CB22B,108992,Operational
Drum Width,39,990.6,in,mm,CB22B,108992,Drum
Max Speed,7.5,12.1,mph,km/h,CB22B,108992,Transmission
Operating Weight,5629,2553.3,lb,kg,CB22B,108992,Weights
Maximum Weight At Front Drum,2669,1210.7,lb,kg,CB22B,108992,Weights
Maximum Weight At Rear Drum,2960,1342.7,lb,kg,CB22B,108992,Weights
Fuel Tank Capacity,17,64.4,gal,L,CB22B,108992,Service Refill Capacities
Water Spray Tank Capacity,62,234.7,gal,L,CB22B,108992,Service Refill Capacities
Nominal Amplitude - High,0.1,0.6,in,mm,CB22B,108992,Vibratory System
Centrifugal Force Per Drum - Maximum,6475,2937.1,lb,kg,CB22B,108992,Vibratory System
Frequency,"63/55/42 Hz (3,780/3,300/2520 vpm)","63/55/42 Hz (3,780/3,300/2520 vpm)",,,CB22B,108992,Vibratory System
Centrifugal Force Per Drum - Minimum,2878,1305.5,lb,kg,CB22B,108992,Vibratory System
Engine Make,2236,2236,,,CB14B,108991,Engine
Engine Model,Kohler KDW1003,Kohler KDW1003,,,CB14B,108991,Engine
Gross Power,22.5,16.8,hp,kw,CB14B,108991,Engine
Operating Weight,3351,1520,lb,kg,CB14B,108991,Operational
Fuel Capacity,6.1,23.1,gal,L,CB14B,108991,Operational
Max Speed,6,9.7,mph,km/h,CB14B,108991,Transmission
Engine Make,2236,2236,,,CC34B,108990,Engine
Engine Model,C2.2,C2.2,,,CC34B,108990,Engine
Gross Power,48.8,36.4,hp,kw,CC34B,108990,Engine
Engine Model,C2.2,C2.2,,,CC34B,108990,Engine
Operating Weight,7446,3377.5,lb,kg,CC34B,108990,Operational
Fuel Capacity,24,90.9,gal,L,CC34B,108990,Operational
Drum Width,51,1295.4,in,mm,CC34B,108990,Drum
Max Speed,7.5,12.1,mph,km/h,CC34B,108990,Transmission
Operating Weight,7446,3377.5,lb,kg,CC34B,108990,Weights
Maximum Weight At Front Drum,3974,1802.6,lb,kg,CC34B,108990,Weights
Maximum Weight At Rear Drum,3147,1427.5,lb,kg,CC34B,108990,Weights
Maximum Weight At Rear Wheels,3472,1574.9,lb,kg,CC34B,108990,Weights
Fuel Tank Capacity,24,90.9,gal,L,CC34B,108990,Service Refill Capacities
Water Spray Tank Capacity,64,242.3,gal,L,CC34B,108990,Service Refill Capacities
Nominal Amplitude - High,0.1,0.6,in,mm,CC34B,108990,Vibratory System
Centrifugal Force Per Drum - Maximum,7104,3222.4,lb,kg,CC34B,108990,Vibratory System
Frequency,"55/48 Hz (3,300/2880 vpm)","55/48 Hz (3,300/2880 vpm)",,,CC34B,108990,Vibratory System
Centrifugal Force Per Drum - Minimum,5418,2457.6,lb,kg,CC34B,108990,Vibratory System
Engine Make,2236,2236,,,CC24B,108989,Engine
Engine Model,C1.5,C1.5,,,CC24B,108989,Engine
Gross Power,36.2,27,hp,kw,CC24B,108989,Engine
Engine Model,C1.5,C1.5,,,CC24B,108989,Engine
Operating Weight,5380,2440.4,lb,kg,CC24B,108989,Operational
Fuel Capacity,17,64.4,gal,L,CC24B,108989,Operational
Drum Width,47,1193.8,in,mm,CC24B,108989,Drum
Max Speed,6.5,10.5,mph,km/h,CC24B,108989,Transmission
Operating Weight,5380,2440.4,lb,kg,CC24B,108989,Weights
Maximum Weight At Front Drum,2857,1296,lb,kg,CC24B,108989,Weights
Maximum Weight At Rear Drum,2524,1144.9,lb,kg,CC24B,108989,Weights
Fuel Tank Capacity,17,64.4,gal,L,CC24B,108989,Service Refill Capacities
Water Spray Tank Capacity,52,196.9,gal,L,CC24B,108989,Service Refill Capacities
Nominal Amplitude - High,0.1,0.6,in,mm,CC24B,108989,Vibratory System
Centrifugal Force Per Drum - Maximum,7378,3346.7,lb,kg,CC24B,108989,Vibratory System
Frequency,"63/55/42 Hz (3,780/3,300/2520 vpm)","63/55/42 Hz (3,780/3,300/2520 vpm)",,,CC24B,108989,Vibratory System
Centrifugal Force Per Drum - Minimum,3282,1488.7,lb,kg,CC24B,108989,Vibratory System
Engine Make,2236,2236,,,CB34B XW,108988,Engine
Engine Model,C2.2,C2.2,,,CB34B XW,108988,Engine
Gross Power,48.8,36.4,hp,kw,CB34B XW,108988,Engine
Operating Weight,8385,3803.4,lb,kg,CB34B XW,108988,Operational
Fuel Capacity,24,90.9,gal,L,CB34B XW,108988,Operational
Max Speed,8,12.9,mph,km/h,CB34B XW,108988,Transmission
Engine Make,2236,2236,,,836K,108979,Engine
Engine Model,C18 Acert,C18 Acert,,,836K,108979,Engine
Net Power,496,369.9,hp,kw,836K,108979,Engine
Gross Power,562,419.1,hp,kw,836K,108979,Engine
Displacement,1104.5,18.1,cu in,L,836K,108979,Engine
Max Torque,2275,3084.5,lb ft,Nm,836K,108979,Engine
Bore,5.8,145.1,in,mm,836K,108979,Engine
Stroke,7.2,182.9,in,mm,836K,108979,Engine
Emissions,Tier 4 Final/Stage IV/Korea Tier 4 Final or Tier 3/Stage IIIA equivalent,Tier 4 Final/Stage IV/Korea Tier 4 Final or Tier 3/Stage IIIA equivalent,,,836K,108979,Engine
Engine Model,Cat C18 ACERT,Cat C18 ACERT,,,836K,108979,Engine
High Idle Speed,2120,2120,rpm,rpm,836K,108979,Engine
Low Idle Speed,750,750,rpm,rpm,836K,108979,Engine
Maximum Altitude - Without Derating,7500,2286,ft in,m,836K,108979,Engine
Gross - Sae J1349,562,419.1,hp,kw,836K,108979,Engine
Rated Power (Lab),555,413.9,hp,kw,836K,108979,Engine
Rated Power (Net Iso 14396),553,412.4,hp,kw,836K,108979,Engine
Net Power - Sae J1349 - Direct Drive - Gross Power,496,369.9,hp,kw,836K,108979,Engine
Net Power - Sae J1349 - Direct Drive - Torque Rise,52 %,52 %,,,836K,108979,Engine
Net Power - Sae J1349 - Converter Drive - Gross Power,496,369.9,hp,kw,836K,108979,Engine
Net Power - Sae J1349 - Converter Drive - Torque Rise,52 %,52 %,,,836K,108979,Engine
"Maximum Gross Torque - 1,300 Rpm",2275,3084.5,lb ft,Nm,836K,108979,Engine
Operating Weight,123319,55936.6,lb,kg,836K,108979,Operational
Fuel Capacity,209,791.2,gal,L,836K,108979,Operational
Hydraulic System Fluid Capacity,63,238.5,gal,L,836K,108979,Operational
Cooling System Fluid Capacity,28,106,gal,L,836K,108979,Operational
Transmission Fluid Capacity,32,121.2,gal,L,836K,108979,Operational
Transmission Type,Planetary  Powershift  ECPC,Planetary  Powershift  ECPC,,,836K,108979,Transmission
Transmission Type,Planetary - Powershift - ECPC,Planetary - Powershift - ECPC,,,836K,108979,Transmission
Number Of Forward Gears,4,4,,,836K,108979,Transmission
Number Of Reverse Gears,4,4,,,836K,108979,Transmission
Travel Speed - Forward - Converter 1st,3.9,6.3,mph,km/h,836K,108979,Transmission
Travel Speed - Forward - Lockup 1st,4,6.5,mph,km/h,836K,108979,Transmission
Travel Speed - Forward - Converter 2nd,6.8,11,mph,km/h,836K,108979,Transmission
Travel Speed - Forward - Lockup 2nd,7.3,11.8,mph,km/h,836K,108979,Transmission
Travel Speed - Reverse - Converter 1st,4,6.5,mph,km/h,836K,108979,Transmission
Travel Speed - Reverse - Lockup 1st,4.3,7,mph,km/h,836K,108979,Transmission
Travel Speed - Reverse - Converter 2nd,6.5,10.5,mph,km/h,836K,108979,Transmission
Travel Speed - Reverse - Lockup 2nd,7.6,12.3,mph,km/h,836K,108979,Transmission
Operating Weight,123319,55936.6,lb,kg,836K,108979,Weights
Front,Planetary  Fixed,Planetary  Fixed,,,836K,108979,Axles
Rear,Planetary  Oscillating,Planetary  Oscillating,,,836K,108979,Axles
Oscillation Angle,13 degrees,13 degrees,,,836K,108979,Axles
Maximum Supply Pressure,4640 psi,4640 psi,,,836K,108979,Hydraulic System
Main Relief Pressure,3495 psi,3495 psi,,,836K,108979,Hydraulic System
Stroke (1),29.1,739.2,in,mm,836K,108979,Hydraulic System
Hydraulic System,Flow Sharing Implement,Flow Sharing Implement,,,836K,108979,Hydraulic System
"Pump Flow At 2,006 Rpm",66 gal/min,66 gal/min,,,836K,108979,Hydraulic System
Steering System,Double Acting  End Mounted,Double Acting  End Mounted,,,836K,108979,Hydraulic System
Bore (1),5,127,in,mm,836K,108979,Hydraulic System
Vehicle Articulation Angle,86 degrees,86 degrees,,,836K,108979,Hydraulic System
Bore (2),5.5,139.7,in,mm,836K,108979,Hydraulic System
Stroke (2),40.2,1021.1,in,mm,836K,108979,Hydraulic System
Lift System,Double Acting Cylinder,Double Acting Cylinder,,,836K,108979,Hydraulic System
Parking Brake,"Spring Applied, Hydraulic Released","Spring Applied, Hydraulic Released",,,836K,108979,Brakes
Control System,Full Hydraulic Split Circuit,Full Hydraulic Split Circuit,,,836K,108979,Brakes
Cooling System,28,106,gal,L,836K,108979,Service Refill Capacities
Fuel Tank,209,791.2,gal,L,836K,108979,Service Refill Capacities
Crankcase,16,60.6,gal,L,836K,108979,Service Refill Capacities
Transmission,32,121.2,gal,L,836K,108979,Service Refill Capacities
Differential - Final Drives - Front,49,185.5,gal,L,836K,108979,Service Refill Capacities
Differential - Final Drives - Rear,50,189.3,gal,L,836K,108979,Service Refill Capacities
Hydraulic System - Tank Only,63,238.5,gal,L,836K,108979,Service Refill Capacities
Diesel Engine Fluid Tank (Tier 4 Final/Stage Iv/Korea Tier 4 Final),9,34.1,gal,L,836K,108979,Service Refill Capacities
Steering System - Circuit,Steering Double Acting  End Mounted,Steering Double Acting  End Mounted,,,836K,108979,Hydraulic System - Steering
Steering System - Pump,Piston  Variable Displacement,Piston  Variable Displacement,,,836K,108979,Hydraulic System - Steering
Steering Pressure Limited,3495 psi,3495 psi,,,836K,108979,Hydraulic System - Steering
Maximum Flow At  Rpm,"52 L/min @ 2,006 rpm","52 L/min @ 2,006 rpm",,,836K,108979,Hydraulic System - Steering
Interior Sound Level - Standard,72 dB(A),72 dB(A),,,836K,108979,Cab
Interior Sound Level - Suppression,71 dB(A),71 dB(A),,,836K,108979,Cab
Exterior Sound Level - Standard,111 dB(A),111 dB(A),,,836K,108979,Cab
Exterior Sound Level - Suppression,109 dB(A),109 dB(A),,,836K,108979,Cab
Drum Width,4.6,1.4,ft in,m,836K,108979,Wheels And Tips
Drum Diameter,5.9,1.8,ft in,m,836K,108979,Wheels And Tips
Diameter - With Tips,7,2.2,ft in,m,836K,108979,Wheels And Tips
Tips Per Wheel,40,40,,,836K,108979,Wheels And Tips
Engine Make,2236,2236,,,816F Series 2,108978,Engine
Engine Model,C9 Acert,C9 Acert,,,816F Series 2,108978,Engine
Gross Power,253,188.7,hp,kw,816F Series 2,108978,Engine
Net Power,232,173.1,hp,kw,816F Series 2,108978,Engine
Displacement,537,8.8,cu in,L,816F Series 2,108978,Engine
Torque Rise,19,19,%,%,816F Series 2,108978,Engine
Bore,4.4,111.8,in,mm,816F Series 2,108978,Engine
Stroke,5.9,149.9,in,mm,816F Series 2,108978,Engine
Net Power - Iso 9249,235,175.3,hp,kw,816F Series 2,108978,Engine
Engine Model,Cat C9 ACERT,Cat C9 ACERT,,,816F Series 2,108978,Engine
Eec 80/1269,235,175.3,hp,kw,816F Series 2,108978,Engine
Sae J1349,232,173.1,hp,kw,816F Series 2,108978,Engine
Net Power Iso 3046-2,232,173.1,hp,kw,816F Series 2,108978,Engine
Operating Weight,52364,23752,lb,kg,816F Series 2,108978,Operational
Fuel Capacity,117.8,446,gal,L,816F Series 2,108978,Operational
Hydraulic System Fluid Capacity,36.2,137.1,gal,L,816F Series 2,108978,Operational
Cooling System Fluid Capacity,14.5,54.9,gal,L,816F Series 2,108978,Operational
Transmission Fluid Capacity,13.2,50,gal,L,816F Series 2,108978,Operational
Number Of Forward Gears,2,2,,,816F Series 2,108978,Transmission
Number Of Reverse Gears,2,2,,,816F Series 2,108978,Transmission
Max Speed - Reverse,4,6.5,mph,km/h,816F Series 2,108978,Transmission
Max Speed - Forward,3.5,5.7,mph,km/h,816F Series 2,108978,Transmission
Forward - 1,3.5,5.7,mph,km/h,816F Series 2,108978,Transmission
Forward - 2,5.9,9.5,mph,km/h,816F Series 2,108978,Transmission
Reverse - 1,4,6.5,mph,km/h,816F Series 2,108978,Transmission
Reverse - 2,6.6,10.7,mph,km/h,816F Series 2,108978,Transmission
Operating Weight,52364,23752,lb,kg,816F Series 2,108978,Weights
Relief Valve Setting,2248 psi,2248 psi,,,816F Series 2,108978,Hydraulic System
Height,6.3,159.3,in,mm,816F Series 2,108978,Blade
Front,Fixed,Fixed,,,816F Series 2,108978,Axles
Lift Cylinder Bore X Stroke,120.65 mm x 913.9 mm  4.75 in x 36 in,120.65 mm x 913.9 mm  4.75 in x 36 in,,,816F Series 2,108978,Hydraulic System
