subparam,value1,value2,unit1,unit2,modelname,modelid,specifications.topparam
Oscillating Rear,8 degrees,8 degrees,,,816F Series 2,108978,Axles
Vane Pump Output At 2015 Rpm And 6900 Kpa (1000 Psi),29.6 gal/min,29.6 gal/min,,,816F Series 2,108978,Hydraulic System
Standards,Meet OSHA regulations,Meet OSHA regulations,,,816F Series 2,108978,Brakes
Cooling System,14.5,54.9,gal,L,816F Series 2,108978,Service Refill Capacities
Fuel Tank,117.8,446,gal,L,816F Series 2,108978,Service Refill Capacities
Crankcase,9,34.1,gal,L,816F Series 2,108978,Service Refill Capacities
Hydraulic Tank,23.2,87.9,gal,L,816F Series 2,108978,Service Refill Capacities
Hydraulic System - Including Tank,36.2,137.1,gal,L,816F Series 2,108978,Service Refill Capacities
Transmission,13.2,50,gal,L,816F Series 2,108978,Service Refill Capacities
Differential - Final Drives - Front,11.4,43.2,gal,L,816F Series 2,108978,Service Refill Capacities
Differential - Final Drives - Rear,11.4,43.2,gal,L,816F Series 2,108978,Service Refill Capacities
Rops/Fops,Meet SAE and ISO standards,Meet SAE and ISO standards,,,816F Series 2,108978,Cab
Standards,Meet required sound standards,Meet required sound standards,,,816F Series 2,108978,Sound Performance
Height,6.3,2,ft in,m,816F Series 2,108978,Straight Blade
Width - Over End Bits,11.9,3.7,ft in,m,816F Series 2,108978,Straight Blade
Moldboard - Length,11.7,3.6,ft in,m,816F Series 2,108978,Straight Blade
Drum Width,3.4,1.1,ft in,m,816F Series 2,108978,"Wheels - Chevron-Pattern, Chopper Blades"
Drum Diameter,4.3,1.3,ft in,m,816F Series 2,108978,"Wheels - Chevron-Pattern, Chopper Blades"
Blades Per Wheel,20,20,,,816F Series 2,108978,"Wheels - Chevron-Pattern, Chopper Blades"
Drum Width,3.4,1.1,ft in,m,816F Series 2,108978,Wheels - Plus Tip Teeth With Abrasion Resistant Material (Arm)
Drum Diameter,4.3,1.3,ft in,m,816F Series 2,108978,Wheels - Plus Tip Teeth With Abrasion Resistant Material (Arm)
Tips Per Wheel,20,20,,,816F Series 2,108978,Wheels - Plus Tip Teeth With Abrasion Resistant Material (Arm)
Engine Make,2236,2236,,,826K,108977,Engine
Engine Model,C15 Acert,C15 Acert,,,826K,108977,Engine
Net Power,405,302.1,hp,kw,826K,108977,Engine
Gross Power,435,324.4,hp,kw,826K,108977,Engine
Displacement,927.6,15.3,cu in,L,826K,108977,Engine
Max Torque,1478.8,2005,lb ft,Nm,826K,108977,Engine
Bore,5.4,137.2,in,mm,826K,108977,Engine
Stroke,6.7,170.2,in,mm,826K,108977,Engine
Emissions,Tier 4 Final/Stage IV or Tier 3/Stage IIIA equivalent,Tier 4 Final/Stage IV or Tier 3/Stage IIIA equivalent,,,826K,108977,Engine
Engine Model,Cat C15 ACERT,Cat C15 ACERT,,,826K,108977,Engine
"Maximum Net Torque - 1,300 Rpm",1478.8,2005,lb ft,Nm,826K,108977,Engine
High Idle Speed,2300,2300,rpm,rpm,826K,108977,Engine
Low Idle Speed,800,800,rpm,rpm,826K,108977,Engine
Net Power - Direct Drive - Torque Rise,33 %,33 %,,,826K,108977,Engine
Net Power - Converter Drive - Torque Rise,8.5 %,8.5 %,,,826K,108977,Engine
Rated Power (Net Iso 9249),405,302.1,hp,kw,826K,108977,Engine
Maximum Altitude - Without Derating (Tier 4 Final/Stage Iv),9298,2834.1,ft in,m,826K,108977,Engine
Net Power - Converter Drive - Gross Power,435,324.4,hp,kw,826K,108977,Engine
Net Power - Direct Drive - Gross Power,412,307.3,hp,kw,826K,108977,Engine
Rated Power (Net Sae J1349),405,302.1,hp,kw,826K,108977,Engine
Maximum Altitude - Without Derating (Tier 3/Stage Iiia),9098,2773.1,ft in,m,826K,108977,Engine
Operating Weight,90207,40917.3,lb,kg,826K,108977,Operational
Fuel Capacity,206.6,782.1,gal,L,826K,108977,Operational
Hydraulic System Fluid Capacity,30.9,117,gal,L,826K,108977,Operational
Cooling System Fluid Capacity,30.6,115.9,gal,L,826K,108977,Operational
Transmission Fluid Capacity,17.4,65.9,gal,L,826K,108977,Operational
Transmission Type,Planetary - Powershift - ECPC,Planetary - Powershift - ECPC,,,826K,108977,Transmission
Transmission Type,Planetary - Powershift - ECPC,Planetary - Powershift - ECPC,,,826K,108977,Transmission
Number Of Forward Gears,3,3,,,826K,108977,Transmission
Number Of Reverse Gears,3,3,,,826K,108977,Transmission
Max Speed - Reverse,7.6,12.3,mph,km/h,826K,108977,Transmission
Max Speed - Forward,3.7,6,mph,km/h,826K,108977,Transmission
Max Speed Reverse,4.3,7,mph,km/h,826K,108977,Transmission
Travel Speeds - Forward - Maximum Eco Mode,4.3,7,mph,km/h,826K,108977,Transmission
Travel Speeds - Reverse - Maximum Eco Mode,4.6,7.5,mph,km/h,826K,108977,Transmission
Travel Speed - Forward - Maximum 1st,3.7,6,mph,km/h,826K,108977,Transmission
Travel Speed - Forward - Maximum 2nd,6.6,10.7,mph,km/h,826K,108977,Transmission
Travel Speed - Reverse - Maximum 1st,4.3,7,mph,km/h,826K,108977,Transmission
Travel Speed - Reverse - Maximum 2nd,7.6,12.3,mph,km/h,826K,108977,Transmission
Front Wheels Drum Width,4,100.1,in,mm,826K,108977,Wheels
Operating Weight,90207,40917.3,lb,kg,826K,108977,Weights
Front Wheels Drum Diameter,5.3,134.2,in,mm,826K,108977,Wheels
Bore,4.7 in,4.7 in,,,826K,108977,Hydraulic System
Stroke,3.6,1069.4,ft in,mm,826K,108977,Hydraulic System
Front,Planetary - Fixed,Planetary - Fixed,,,826K,108977,Axles
Rear,Planetary - Oscillating,Planetary - Oscillating,,,826K,108977,Axles
Oscillation Angle,5 degrees,5 degrees,,,826K,108977,Axles
Maximum Supply Pressure,3495 psi,3495 psi,,,826K,108977,Hydraulic System
Main Relief Pressure,3495 psi,3495 psi,,,826K,108977,Hydraulic System
Lift System,Double Acting Cylinder,Double Acting Cylinder,,,826K,108977,Hydraulic System
"Pump Flow At 1,950 Rpm",30.9 gal/min,30.9 gal/min,,,826K,108977,Hydraulic System
Parking Brake,"Drum and Shoe, Spring Applied, Hydraulic Released","Drum and Shoe, Spring Applied, Hydraulic Released",,,826K,108977,Brakes
Cooling System,30.6,115.9,gal,L,826K,108977,Service Refill Capacities
Fuel Tank,206.6,782.1,gal,L,826K,108977,Service Refill Capacities
Engine Crankcase,9,34.1,gal,L,826K,108977,Service Refill Capacities
Transmission,17.4,65.9,gal,L,826K,108977,Service Refill Capacities
Differential - Final Drives - Front,26.4,100,gal,L,826K,108977,Service Refill Capacities
Differential - Final Drives - Rear,29.1,110.2,gal,L,826K,108977,Service Refill Capacities
Hydraulic Tank Only,35.4,134.1,gal,L,826K,108977,Service Refill Capacities
Diesel Exhaust Fluid Tank (Tier 4 Final/Stage Iv),8.5,32.2,gal,L,826K,108977,Service Refill Capacities
Steering System - Circuit,Double Acting - End Mounted,Double Acting - End Mounted,,,826K,108977,Hydraulic System - Steering
Steering System - Pump,Piston - Variable Displacement,Piston - Variable Displacement,,,826K,108977,Hydraulic System - Steering
Steering Pressure Limited,3481 psi,3481 psi,,,826K,108977,Hydraulic System - Steering
Bore,4.5,114.3,in,mm,826K,108977,Hydraulic System - Steering
Stroke,22.7,576.6,in,mm,826K,108977,Hydraulic System - Steering
Maximum System Flow,"170 L/min @ 1,950 rpm (44.9 gal/min @ 1,950 rpm)","170 L/min @ 1,950 rpm (44.9 gal/min @ 1,950 rpm)",,,826K,108977,Hydraulic System - Steering
Vehicle Articulation Angle,86  degrees,86  degrees,,,826K,108977,Hydraulic System - Steering
Operator Sound Pressure Level - Iso 6396,73 dB(A),73 dB(A),,,826K,108977,Cab - Standard
Machine Sound Power Level (Iso 6395),113 dB(A),113 dB(A),,,826K,108977,Cab - Standard
Operator Sound Pressure Level - Iso 6396,72 dB(A),72 dB(A),,,826K,108977,Cab - Suppression
Machine Sound Power Level (Iso 6395),110 dB(A),110 dB(A),,,826K,108977,Cab - Suppression
Attachment - Wheels: 1200 Mm (47.25 In) Paddle And Plus Tips - Weight,21125,9582.2,lb,kg,826K,108977,Wheels And Tips
Attachment - Wheels: 1200 Mm (47.25 In) Paddle And Plus Tips - Outside Diameter,6.5,2,ft in,m,826K,108977,Wheels And Tips
Attachment - Wheels: 1200 Mm (47.25 In) Paddle And Plus Tips - Drum Diameter,5.3,1.7,ft in,m,826K,108977,Wheels And Tips
Attachment - Wheels: 1200 Mm (47.25 In) Paddle And Plus Tips - Drum Width,4,1.3,ft in,m,826K,108977,Wheels And Tips
Attachment - Wheels: 1200 Mm (47.25 In) Paddle And Plus Tips - Tips Per Wheel,30,30,,,826K,108977,Wheels And Tips
Attachment - Wheels: 1200 Mm (47.25 In) Paddle And Plus Tips - Width Over Drums,12.5,3.9,ft in,m,826K,108977,Wheels And Tips
Attachment - Wheels: 1200 Mm (47.25 In) Plus Tips - Weight,22002,9980,lb,kg,826K,108977,Wheels And Tips
Attachment - Wheels: 1200 Mm (47.25 In) Plus Tips - Outside Diameter,6.5,2,ft in,m,826K,108977,Wheels And Tips
Attachment - Wheels: 1200 Mm (47.25 In) Plus Tips - Drum Diameter,5.3,1.7,ft in,m,826K,108977,Wheels And Tips
Attachment - Wheels: 1200 Mm (47.25 In) Plus Tips - Drum Width,4,1.3,ft in,m,826K,108977,Wheels And Tips
Attachment - Wheels: 1200 Mm (47.25 In) Plus Tips - Tips Per Wheel,30,30,,,826K,108977,Wheels And Tips
Attachment - Wheels: 1200 Mm (47.25 In) Plus Tips - Width Over Drums,12.5,3.9,ft in,m,826K,108977,Wheels And Tips
Attachment - Wheels: 1200 Mm (47.25 In) Paddle Tips - Weight,20540,9316.8,lb,kg,826K,108977,Wheels And Tips
Attachment - Wheels: 1200 Mm (47.25 In) Paddle Tips - Outside Diameter,6.5,2,ft in,m,826K,108977,Wheels And Tips
Attachment - Wheels: 1200 Mm (47.25 In) Paddle Tips - Drum Diameter,5.3,1.7,ft in,m,826K,108977,Wheels And Tips
Attachment - Wheels: 1200 Mm (47.25 In) Paddle Tips - Drum Width,4,1.3,ft in,m,826K,108977,Wheels And Tips
Attachment - Wheels: 1200 Mm (47.25 In) Paddle Tips - Tips Per Wheel,30,30,,,826K,108977,Wheels And Tips
Attachment - Wheels: 1200 Mm (47.25 In) Paddle Tips - Width Over Drums,12.5,3.9,ft in,m,826K,108977,Wheels And Tips
Engine Make,2236,2236,,,825K,108983,Engine
Engine Model,C15 Acert,C15 Acert,,,825K,108983,Engine
Gross Power,435,324.4,hp,kw,825K,108983,Engine
Net Power,405,302.1,hp,kw,825K,108983,Engine
Displacement,927.6,15.3,cu in,L,825K,108983,Engine
Bore,5.4,137.2,in,mm,825K,108983,Engine
Stroke,6.7,170.2,in,mm,825K,108983,Engine
Emissions,Meets U.S. EPA Tier 4 Final/EU Stage IV emission standards or meets U.S. EPA Tier 3/EU Stage IIIA equivalent emission standards,Meets U.S. EPA Tier 4 Final/EU Stage IV emission standards or meets U.S. EPA Tier 3/EU Stage IIIA equivalent emission standards,,,825K,108983,Engine
Engine Model,Cat C15 ACERT,Cat C15 ACERT,,,825K,108983,Engine
"Maximum Net Torque - 1,300 Rpm",1478.8,2005,lb ft,Nm,825K,108983,Engine
High Idle Speed,2300,2300,rpm,rpm,825K,108983,Engine
Low Idle Speed,800,800,rpm,rpm,825K,108983,Engine
Net Power - Direct Drive - Torque Rise,33%,33%,,,825K,108983,Engine
Net Power - Converter Drive - Torque Rise,8.5%,8.5%,,,825K,108983,Engine
Maximum Altitude - Without Derating (Tier 3 Final/Stage Iiia Equivalent),9098,2773.1,ft in,m,825K,108983,Engine
Rated Power (Net Iso 9249),405,302.1,hp,kw,825K,108983,Engine
Maximum Altitude - Without Derating (Tier 4 Final/Stage Iv),9298,2834.1,ft in,m,825K,108983,Engine
Net Power - Converter Drive - Gross Power,435,324.4,hp,kw,825K,108983,Engine
Net Power - Direct Drive - Gross Power,412,307.3,hp,kw,825K,108983,Engine
Rated Power (Net Sae J1349),405,302.1,hp,kw,825K,108983,Engine
Operating Weight,78326,35528.1,lb,kg,825K,108983,Operational
Fuel Capacity,206.6,782.1,gal,L,825K,108983,Operational
Transmission Type,Planetary  Powershift  ECPC,Planetary  Powershift  ECPC,,,825K,108983,Transmission
Transmission Type,Planetary  Powershift  ECPC,Planetary  Powershift  ECPC,,,825K,108983,Transmission
Number Of Forward Gears,3,3,,,825K,108983,Transmission
Number Of Reverse Gears,3,3,,,825K,108983,Transmission
Travel Speeds - Forward - First,3.4,5.5,mph,km/h,825K,108983,Transmission
Travel Speeds - Forward - Second,6,9.7,mph,km/h,825K,108983,Transmission
Travel Speeds - Reverse - First,3.9,6.3,mph,km/h,825K,108983,Transmission
Travel Speeds - Reverse - Second,6.9,11.2,mph,km/h,825K,108983,Transmission
Travel Speeds - Forward - Third,10.7,17.3,mph,km/h,825K,108983,Transmission
Travel Speeds - Reverse - Third,12.2,19.7,mph,km/h,825K,108983,Transmission
Outside Diameter,5.5,1.7,ft in,m,825K,108983,Wheels
Drum Diameter,4.3,1.4,ft in,m,825K,108983,Wheels
Drum Width,3.7,1.2,ft in,m,825K,108983,Wheels
Tips Per Wheel,65,65,,,825K,108983,Wheels
Weight,16167,7333.3,lb,kg,825K,108983,Wheels
Width - Over Drums,12,3.7,ft in,m,825K,108983,Wheels
Front,Planetary  Fixed,Planetary  Fixed,,,825K,108983,Axles
Rear,Planetary  Oscillating,Planetary  Oscillating,,,825K,108983,Axles
Oscillation Angle,8 degrees,8 degrees,,,825K,108983,Axles
Maximum Supply Pressure,3495 psi,3495 psi,,,825K,108983,Hydraulic System
Main Relief Pressure,3495 psi,3495 psi,,,825K,108983,Hydraulic System
"Cylinders, Double Acting - Lift, Bore And Stroke",120 mm  1070 mm (4.7 in  42.1 in),120 mm  1070 mm (4.7 in  42.1 in),,,825K,108983,Hydraulic System
"Pump Flow At 1,800 Rpm",30.9 gal/min,30.9 gal/min,,,825K,108983,Hydraulic System
"Cylinders, Double Acting - Tilt, Bore And Stroke",95.25 mm  216 mm (3.75 in  8.5 in),95.25 mm  216 mm (3.75 in  8.5 in),,,825K,108983,Hydraulic System
Parking Brake,"Drum and Shoe, Spring Applied, Hydraulic Released","Drum and Shoe, Spring Applied, Hydraulic Released",,,825K,108983,Brakes
Cooling System,30.6,115.9,gal,L,825K,108983,Service Refill Capacities
Fuel Tank,206.6,782.1,gal,L,825K,108983,Service Refill Capacities
Engine Crankcase,9,34.1,gal,L,825K,108983,Service Refill Capacities
Transmission,17.4,65.9,gal,L,825K,108983,Service Refill Capacities
Differential - Final Drives - Front,26.4,100,gal,L,825K,108983,Service Refill Capacities
Differential - Final Drives - Rear,29.1,110.2,gal,L,825K,108983,Service Refill Capacities
Hydraulic Tank Only,35.4,134.1,gal,L,825K,108983,Service Refill Capacities
Diesel Exhaust Fluid Tank (Tier 4 Final/Stage Iv),8.5,32.2,gal,L,825K,108983,Service Refill Capacities
Steering System - Circuit,Double Acting  End Mounted,Double Acting  End Mounted,,,825K,108983,Hydraulic System - Steering
Steering System - Pump,Piston  Variable Displacement,Piston  Variable Displacement,,,825K,108983,Hydraulic System - Steering
Steering Pressure Limited,3481 psi,3481 psi,,,825K,108983,Hydraulic System - Steering
Bore,4.5,114.3,in,mm,825K,108983,Hydraulic System - Steering
Stroke,22.7,576.6,in,mm,825K,108983,Hydraulic System - Steering
Maximum System Flow,"170 L/min @ 1,800 rpm (44.9 gal/min @ 1,800 rpm)","170 L/min @ 1,800 rpm (44.9 gal/min @ 1,800 rpm)",,,825K,108983,Hydraulic System - Steering
Vehicle Articulation Angle,86 degrees,86 degrees,,,825K,108983,Hydraulic System - Steering
Moldboard - Length,14.4,4.4,ft in,m,825K,108983,Blades
Height - Including Cutting Edge,3.4,1.1,ft in,m,825K,108983,Blades
Maximum Depth Of Cut,2,0.7,ft in,m,825K,108983,Blades
Maximum Lift Above Ground,3.2,1,ft in,m,825K,108983,Blades
Width - Over End Bits,15.2,4.7,ft in,m,825K,108983,Blades
Blade Tilt Angle - Right - Hydraulic,6.3 degrees,6.3 degrees,,,825K,108983,Blades
Blade Tilt Angle - Left - Hydraulic,5.4 degrees,5.4 degrees,,,825K,108983,Blades
Total Tilt Adjustment,2.9,0.9,ft in,m,825K,108983,Blades
Operator Sound Level - Iso 6396,73 dB(A),73 dB(A),,,825K,108983,Cab - Standard
Machine Sound Level (Iso 6395),113 dB(A),113 dB(A),,,825K,108983,Cab - Standard
Operator Sound Level - Iso 6396,72 dB(A),72 dB(A),,,825K,108983,Cab - Suppression
Machine Sound Level (Iso 6395),110 dB(A),110 dB(A),,,825K,108983,Cab - Suppression
Engine Make,2236,2236,,,CW34,108981,Engine
Engine Model,C4.4,C4.4,,,CW34,108981,Engine
Gross Power,133,99.2,hp,kw,CW34,108981,Engine
Bore,4.2,105,in,mm,CW34,108981,Engine
Stroke,5,127,in,mm,CW34,108981,Engine
Engine Model,C4.4,C4.4,,,CW34,108981,Engine
Fuel Capacity,71,268.8,gal,L,CW34,108981,Operational
Max Speed,12,19.4,mph,km/h,CW34,108981,Transmission
Tires,13/80 R20,13/80 R20,,,CW34,108981,Tires
Operating Weight - No Ballast,22050,10001.8,lb,kg,CW34,108981,Weights
Average Weight Per Wheel - No Ballast,2755,1249.7,lb,kg,CW34,108981,Weights
Average Weight Per Wheel - Maximum Ballast,7451,3379.8,lb,kg,CW34,108981,Weights
Operating Weight - Maximum Ballast,59525,27000.1,lb,kg,CW34,108981,Weights
Operating Weight - Standard Machine Empty,22050,10001.8,lb,kg,CW34,108981,Weights
Operating Weight - Maximum Water Ballast,28660,13000,lb,kg,CW34,108981,Weights
Operating Weight - Maximum Wet Sand Ballast,35275,16000.5,lb,kg,CW34,108981,Weights
Average Weight Per Wheel,3571,1619.8,lb,kg,CW34,108981,Weights
Fuel Tank Capacity,71,268.8,gal,L,CW34,108981,Service Refill Capacities
Water Spray Tank Capacity,100,378.6,gal,L,CW34,108981,Service Refill Capacities
Engine Make,2236,2236,,,CW14,108980,Engine
Engine Model,C3.4B,C3.4B,,,CW14,108980,Engine
Gross Power,100.5,75,hp,kw,CW14,108980,Engine
Bore,3.9,98.9,in,mm,CW14,108980,Engine
Stroke,4.4,110,in,mm,CW14,108980,Engine
Engine Model,C3.4B,C3.4B,,,CW14,108980,Engine
Fuel Capacity,45.6,172.7,gal,L,CW14,108980,Operational
Max Speed,11,17.8,mph,km/h,CW14,108980,Transmission
Tires,7.5 x 15,7.5 x 15,,,CW14,108980,Tires
Operating Weight - No Ballast,10770,4885.2,lb,kg,CW14,108980,Weights
Average Weight Per Wheel - No Ballast,1190,539.8,lb,kg,CW14,108980,Weights
Average Weight Per Wheel - Maximum Ballast,1212,549.8,lb,kg,CW14,108980,Weights
Operating Weight - Maximum Ballast,28528,12940.1,lb,kg,CW14,108980,Weights
Operating Weight - Standard Machine Empty,10770,4885.2,lb,kg,CW14,108980,Weights
Operating Weight - Maximum Water Ballast,19202,8709.9,lb,kg,CW14,108980,Weights
Operating Weight - Maximum Wet Sand Ballast,28528,12940.1,lb,kg,CW14,108980,Weights
Average Weight Per Wheel,2116,959.9,lb,kg,CW14,108980,Weights
"Operating Weight - Maximum Ballast, Hw Option",38000,17236.6,lb,kg,CW14,108980,Weights
"Average Weight Per Wheel - Maximum Ballast, Hw Option",4233,1920.1,lb,kg,CW14,108980,Weights
Operating Weight - Without Ballast - Heavy Weight Option,10924,4955.1,lb,kg,CW14,108980,Weights
Operating Weight - With Maximum Ballast - Heavy Weight Option,38000,17236.6,lb,kg,CW14,108980,Weights
Operating Weight - Per Wheel - Heavy Weight Option,4233,1920.1,lb,kg,CW14,108980,Weights
Fuel Tank Capacity,45.6,172.7,gal,L,CW14,108980,Service Refill Capacities
Water Spray Tank Capacity,104,393.7,gal,L,CW14,108980,Service Refill Capacities
Number Of Cylinders,6,6,,,815F Series II,104922,Engine
Engine Make,2236,2236,,,815F Series II,104922,Engine
Engine Model,C9 Acert,C9 Acert,,,815F Series II,104922,Engine
Net Power,232,173,hp,kw,815F Series II,104922,Engine
Gross Power,253.5,189,hp,kw,815F Series II,104922,Engine
Power Measured @,2100,2100,rpm,rpm,815F Series II,104922,Engine
Displacement,537.1,8.8,cu in,L,815F Series II,104922,Engine
Operating Weight,45757,20755,lb,kg,815F Series II,104922,Operational
Fuel Capacity,117.9,446,gal,L,815F Series II,104922,Operational
Hydraulic System Fluid Capacity,23.3,88,gal,L,815F Series II,104922,Operational
Engine Oil Capacity,9,34,gal,L,815F Series II,104922,Operational
Cooling System Fluid Capacity,14.6,55,gal,L,815F Series II,104922,Operational
Transmission Fluid Capacity,13.3,50,gal,L,815F Series II,104922,Operational
Operating Voltage,24,24,V,V,815F Series II,104922,Operational
Alternator Supplied Amperage,80,80,amps,amps,815F Series II,104922,Operational
Transmission Type,Planetary,Planetary,,,815F Series II,104922,Transmission
Number Of Forward Gears,3,3,,,815F Series II,104922,Transmission
Number Of Reverse Gears,3,3,,,815F Series II,104922,Transmission
Max Speed,12.2,19.7,mph,km/h,815F Series II,104922,Transmission
Front Wheels Drum Width,39.1,991,in,mm,815F Series II,104922,Wheels
Front Wheels Drum Diameter,40.6,1029,in,mm,815F Series II,104922,Wheels
Rear Wheels Drum Width,39.1,991,in,mm,815F Series II,104922,Wheels
Rear Wheels Drum Diameter,40.6,1029,in,mm,815F Series II,104922,Wheels
Height,33.9,860,in,mm,815F Series II,104922,Blade
Width,12,3652,ft in,mm,815F Series II,104922,Blade
Engine Make,2236,2236,,,816F Series II,104871,Engine
Engine Model,C9 Acert,C9 Acert,,,816F Series II,104871,Engine
Net Power,232,173,hp,kw,816F Series II,104871,Engine
Gross Power,253.5,189,hp,kw,816F Series II,104871,Engine
Power Measured @,2100,2100,rpm,rpm,816F Series II,104871,Engine
Displacement,537.1,8.8,cu in,L,816F Series II,104871,Engine
Aspiration,turbocharged,turbocharged,,,816F Series II,104871,Engine
Operating Weight,52355.4,23748,lb,kg,816F Series II,104871,Operational
Fuel Capacity,117.9,446,gal,L,816F Series II,104871,Operational
Hydraulic System Fluid Capacity,36.2,137,gal,L,816F Series II,104871,Operational
Engine Oil Capacity,9,34,gal,L,816F Series II,104871,Operational
Cooling System Fluid Capacity,14.6,55,gal,L,816F Series II,104871,Operational
Transmission Fluid Capacity,13.3,50,gal,L,816F Series II,104871,Operational
Operating Voltage,24,24,V,V,816F Series II,104871,Operational
Alternator Supplied Amperage,80,80,amps,amps,816F Series II,104871,Operational
Transmission Type,fully modulated gear shifts,fully modulated gear shifts,,,816F Series II,104871,Transmission
Number Of Forward Gears,2,2,,,816F Series II,104871,Transmission
Number Of Reverse Gears,2,2,,,816F Series II,104871,Transmission
Max Speed,6.6,10.7,mph,km/h,816F Series II,104871,Transmission
Front Wheels Drum Width,40,1016,in,mm,816F Series II,104871,Wheels
Front Wheels Drum Diameter,51.2,1300,in,mm,816F Series II,104871,Wheels
Rear Wheels Drum Width,40,1016,in,mm,816F Series II,104871,Wheels
Rear Wheels Drum Diameter,51.2,1300,in,mm,816F Series II,104871,Wheels
Height,75.4,1914,in,mm,816F Series II,104871,Blade
Width,11.7,3556,ft in,mm,816F Series II,104871,Blade
Number Of Cylinders,6,6,,,816B,93368,Engine
Engine Make,2236,2236,,,816B,93368,Engine
Engine Model,3306,3306,,,816B,93368,Engine
Net Power,216,161.1,hp,kw,816B,93368,Engine
Gross Power,235,175.3,hp,kw,816B,93368,Engine
Power Measured @,2200,2200,rpm,rpm,816B,93368,Engine
Displacement,640.8,10.5,cu in,L,816B,93368,Engine
Aspiration,turbocharged,turbocharged,,,816B,93368,Engine
Operating Weight,45792.3,20771,lb,kg,816B,93368,Operational
Fuel Capacity,122.1,462,gal,L,816B,93368,Operational
Hydraulic System Fluid Capacity,35.4,134,gal,L,816B,93368,Operational
